month,region,cluster,latitude,longitude,trend_line
3,Brazil,0,-14.235,-51.9253,369.250684
3,Russia,3,60.0,90.0,248.844828
3,India,2,21.0,78.0,133.230706
3,Peru,2,-9.19,-75.0152,93.718938
3,Chile,2,-35.6751,-71.543,78.586481
3,Mexico,2,23.6345,-102.5528,55.142310
