month,region,cluster,latitude,longitude,trend_line
1,Italy,3,43.0,12.0,230.46825396825395
1,US,3,37.0902,-95.7129,195.31554460864805
1,Spain,3,40.0,-4.0,142.1833607006021
1,Germany,3,51.0,9.0,123.21811713191023
1,France,2,46.2276,2.2137,71.688013136289
1,Iran,2,32.0,53.0,45.59140667761358
