month,region,cluster,latitude,longitude,trend_line
3,Brazil,3,-14.235,-51.9253,369.25068418171867
3,Russia,3,60.0,90.0,248.84482758620692
3,India,2,21.0,78.0,133.23070607553367
3,Peru,2,-9.19,-75.0152,93.71893814997262
3,Chile,2,-35.6751,-71.543,78.58648056923919
3,Mexico,1,23.6345,-102.5528,55.14230979748222
