month,region,cluster,latitude,longitude,trend_line
2,US,1,37.0902,-95.7129,652.197865
2,Russia,2,60.0,90.0,173.981938
2,United Kingdom,2,55.3781,-3.4360000000000004,161.760810
2,Turkey,2,38.9637,35.2433,157.818829
2,France,3,46.2276,2.2137,104.855227
2,Brazil,3,-14.235,-51.9253,90.257252
