month,region,cluster,latitude,longitude,trend_line
2,Kazakhstan,0,48.0196,66.9237,3.137931
2,Hungary,0,47.1625,19.5033,2.471538
2,Philippines,0,13.0,122.0,2.281062
2,Algeria,0,28.0339,1.6596,2.042146
2,Hubei,0,30.9756,112.2707,2.035577
2,Cuba,0,22.0,-80.0,1.953476
2,Guinea,0,9.9456,-9.6966,1.917625
